Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
capra aegagrus,9923,TRUE,capra,bovidae,artiodactyla,mammalia,"Capra aegagrus, Capra hircus aegagrus","NA"
capra aegagrus,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra aegagrus,Capra aegagrus
capra caucasica,72540,TRUE,capra,bovidae,artiodactyla,mammalia,Capra caucasica,"NA"
capra caucasica,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra caucasica,"NA"
capra falconeri,48167,TRUE,capra,bovidae,artiodactyla,mammalia,Capra falconeri,"NA"
capra hircus,9925,TRUE,capra,bovidae,artiodactyla,mammalia,Capra hircus,"NA"
capra hircus,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra hircus,"NA"
capra ibex,72542,TRUE,capra,bovidae,artiodactyla,mammalia,Capra ibex,"NA"
capra ibex,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra ibex,"NA"
capra nubiana,72543,TRUE,capra,bovidae,artiodactyla,mammalia,Capra nubiana,"NA"
capra nubiana,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra nubiana,"NA"
capra pyrenaica,80419,TRUE,capra,bovidae,artiodactyla,mammalia,Capra pyrenaica,"NA"
capra pyrenaica,NA,TRUE,capra,bovidae,cetartiodactyla,mammalia,Capra pyrenaica,"Capra pyrenaica pyrenaica, Capra pyrenaica cabrerae, Capra pyrenaica hispanica, Capra pyrenaica lusitanica, Capra pyrenaica nowaki, Capra pyrenaica victoriae"
capra sibirica,72544,TRUE,capra,bovidae,artiodactyla,mammalia,Capra sibirica,"NA"
capreolus capreolus,9858,TRUE,capreolus,cervidae,artiodactyla,mammalia,Capreolus capreolus,"NA"
capreolus capreolus,NA,TRUE,capreolus,cervidae,cetartiodactyla,mammalia,Capreolus capreolus,"NA"
capricornis crispus,9966,TRUE,capricornis,bovidae,artiodactyla,mammalia,Capricornis crispus,"NA"
capricornis crispus,NA,TRUE,capricornis,bovidae,cetartiodactyla,mammalia,Capricornis crispus,Naemorhedus crispus
capricornis sumatraensis,34865,TRUE,capricornis,bovidae,artiodactyla,mammalia,Capricornis sumatraensis,"NA"
capricornis sumatraensis,NA,TRUE,capricornis,bovidae,cetartiodactyla,mammalia,Capricornis sumatraensis,"Naemorhedus sumatraensis, Capricornis sumatraensis sumatraensis"
caprimulgus europaeus,111811,TRUE,caprimulgus,caprimulgidae,caprimulgiformes,aves,Caprimulgus europaeus,"NA"
caracal caracal,61394,TRUE,caracal,felidae,carnivora,mammalia,Caracal caracal,"NA"
caracal caracal,NA,TRUE,caracal,felidae,carnivora,mammalia,Caracal caracal,"Lynx caracal, Felis caracal"
caracara plancus,8951,TRUE,caracara,falconidae,falconiformes,aves,Caracara plancus,"Polyborus plancus, Polyborus plancus plancus, NA"
carangoides armatus,181460,TRUE,carangoides,carangidae,carangiformes,actinopteri,Carangoides armatus,"NA"
carangoides equula,274469,TRUE,carangoides,carangidae,carangiformes,actinopteri,Carangoides equula,"NA"
caranx sexfasciatus,173346,TRUE,caranx,carangidae,carangiformes,actinopteri,Caranx sexfasciatus,"NA"
caranx sexfasciatus,173346,TRUE,caranx,carangidae,carangiformes,actinopterygii,Caranx sexfasciatus,Caranx marginatus
carassius auratus,7957,TRUE,carassius,cyprinidae,cypriniformes,actinopteri,Carassius auratus,"NA"
carassius auratus,7957,TRUE,carassius,cyprinidae,cypriniformes,actinopterygii,Carassius auratus,Cyprinus auratus
carassius carassius,217509,TRUE,carassius,cyprinidae,cypriniformes,actinopteri,Carassius carassius,"NA"
carassius carassius,217509,TRUE,carassius,cyprinidae,cypriniformes,actinopterygii,Carassius carassius,"Carassius vulgaris, Cyprinus carassius"
carassius gibelio,101364,TRUE,carassius,cyprinidae,cypriniformes,actinopteri,Carassius gibelio,"NA"
carassius gibelio,101364,TRUE,carassius,cyprinidae,cypriniformes,actinopterygii,Carassius gibelio,"NA"
cardinalis cardinalis,98964,TRUE,cardinalis,fringillidae,passeriformes,aves,Cardinalis cardinalis,"NA"
cardioderma cor,270764,TRUE,cardioderma,megadermatidae,chiroptera,mammalia,Cardioderma cor,"NA"
carduelis carduelis,37600,TRUE,carduelis,fringillidae,passeriformes,aves,Carduelis carduelis,"NA"
caretta caretta,8467,TRUE,caretta,cheloniidae,testudines,reptilia,Caretta caretta,"Caretta caretta caretta, Testudo caretta, Testudo marina, Testudo cephalo, Testudo caouana, Testudo nasicornis, Testudo lauanna, Caretta nasuta, Caretta atra, Chelonia pelasgorum, Caouana elongata, Thalassochelys corticata, Caretta gigas"
caretta caretta,8467,TRUE,caretta,cheloniidae,testudines,NA,Caretta caretta,"NA"
carollia brevicauda,138695,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia brevicauda,"NA"
carollia brevicauda,NA,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia brevicauda,"Carollia colombiana, Phyllostoma bernicaudum"
carollia perspicillata,40233,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,"NA"
carollia perspicillata,NA,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia perspicillata,Vespertilio perspicillata
carollia sowelli,208969,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia sowelli,"NA"
carollia subrufa,138697,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia subrufa,"NA"
carollia subrufa,NA,TRUE,carollia,phyllostomidae,chiroptera,mammalia,Carollia subrufa,Hemiderma subrufum
carpodacus erythrinus,175930,TRUE,carpodacus,fringillidae,passeriformes,aves,Carpodacus erythrinus,"Erythrina erythrina, NA"
castor canadensis,51338,TRUE,castor,castoridae,rodentia,mammalia,Castor canadensis,"NA"
castor canadensis,NA,TRUE,castor,castoridae,rodentia,mammalia,Castor canadensis,"Castor caecator, Castor canadensis phaeus, Castor canadensis acadicus, Castor canadensis baileyi, Castor canadensis belugae, Castor canadensis caecator, Castor canadensis canadensis, Castor canadensis carolinensis, Castor canadensis concisor, Castor canadensis duchesnei, Castor canadensis frondator, Castor canadensis idoneus, Castor canadensis labradorensis, Castor canadensis leucodontus, Castor canadensis mexicanus, Castor canadensis michiganensis, Castor canadensis missouriensis, Castor canadensis pallidus, Castor canadensis repentinus, Castor canadensis rostralis, Castor canadensis sagittatus, Castor subauratus shastensis, Castor subauratus subauratus, Castor canadensis taylori, Castor canadensis texensis"
