Host,HostTaxID,HostNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms
procyon cancrivorus,NA,TRUE,procyon,procyonidae,carnivora,mammalia,Procyon cancrivorus,"NA"
procyon lotor,9654,TRUE,procyon,procyonidae,carnivora,mammalia,Procyon lotor,"NA"
procyon lotor,NA,TRUE,procyon,procyonidae,carnivora,mammalia,Procyon lotor,"NA"
procyon pygmaeus,NA,TRUE,procyon,procyonidae,carnivora,mammalia,Procyon pygmaeus,"NA"
proechimys cuvieri,128106,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys cuvieri,"NA"
proechimys cuvieri,NA,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys cuvieri,"NA"
proechimys guairae,10163,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys guairae,"NA"
proechimys guairae,NA,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys guairae,"NA"
proechimys guyannensis,128105,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys guyannensis,"NA"
proechimys guyannensis,NA,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys guyannensis,"Proechimys cayennensis, Proechimys warreni"
proechimys longicaudatus,34837,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys longicaudatus,"NA"
proechimys longicaudatus,NA,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys longicaudatus,"NA"
proechimys semispinosus,1246547,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys semispinosus,"NA"
proechimys semispinosus,NA,TRUE,proechimys,echimyidae,rodentia,mammalia,Proechimys semispinosus,Proechimys gorgonae
progne subis,173220,TRUE,progne,hirundinidae,passeriformes,aves,Progne subis,"NA"
prolemur simus,1328070,TRUE,prolemur,lemuridae,primates,mammalia,Prolemur simus,"NA"
promerops cafer,254652,TRUE,promerops,nectariniidae,passeriformes,aves,Promerops cafer,"NA"
propithecus coquereli,379532,TRUE,propithecus,indriidae,primates,mammalia,Propithecus coquereli,"NA"
propithecus coquereli,NA,TRUE,propithecus,indriidae,primates,mammalia,Propithecus coquereli,Propithecus damonis
propithecus diadema,83281,TRUE,propithecus,indriidae,primates,mammalia,Propithecus diadema,"NA"
propithecus verreauxi,34825,TRUE,propithecus,indriidae,primates,mammalia,Propithecus verreauxi,"NA"
propithecus verreauxi,NA,TRUE,propithecus,indriidae,primates,mammalia,Propithecus verreauxi,"Propithecus majori, Propithecus verreauxoides"
proscyllium habereri,263716,TRUE,proscyllium,proscylliidae,carcharhiniformes,chondrichthyes,Proscyllium habereri,"NA"
prosopium williamsoni,89337,TRUE,prosopium,salmonidae,salmoniformes,actinopteri,Prosopium williamsoni,"NA"
proteles cristata,9680,TRUE,proteles,hyaenidae,carnivora,mammalia,Proteles cristata,"NA"
proteles cristata,NA,TRUE,proteles,hyaenidae,carnivora,mammalia,"Proteles cristatus, Proteles cristata",Proteles cristatus
prunella modularis,181117,TRUE,prunella,passeridae,passeriformes,aves,Prunella modularis,"NA"
prunella montanella,187444,TRUE,prunella,passeridae,passeriformes,aves,Prunella montanella,"NA"
psammomys obesus,48139,TRUE,psammomys,muridae,rodentia,mammalia,Psammomys obesus,"NA"
psarocolius decumanus,84847,TRUE,psarocolius,icteridae,passeriformes,aves,Psarocolius decumanus,"NA"
psarocolius wagleri,186230,TRUE,psarocolius,icteridae,passeriformes,aves,Psarocolius wagleri,"Zarhynchus wagleri, NA"
psenopsis anomala,163124,TRUE,psenopsis,centrolophidae,scombriformes,actinopteri,Psenopsis anomala,"NA"
psephotellus chrysopterygius,1107342,TRUE,psephotellus,psittaculidae,psittaciformes,aves,Psephotellus chrysopterygius,"NA"
psephotellus dissimilis,515672,TRUE,psephotellus,psittaculidae,psittaciformes,aves,Psephotellus dissimilis,"NA"
psephotellus varius,286129,TRUE,psephotellus,psittaculidae,psittaciformes,aves,Psephotellus varius,"NA"
psephotus haematonotus,176047,TRUE,psephotus,psittacidae,psittaciformes,aves,Psephotus haematonotus,"NA"
pseudacris clarkii,242566,TRUE,pseudacris,hylidae,anura,amphibia,Pseudacris clarkii,"Helocaetes clarkii, Hyla clarkii, Chorophilus triseriatus clarkii, Pseudacris triseriata clarkii, Pseudacris nigrita clarkii, NA"
pseudacris crucifer,189920,TRUE,pseudacris,hylidae,anura,amphibia,Pseudacris crucifer,"Hyla crucifer, Hyla crucifer crucifer, Pseudacris crucifer crucifer, Pseudacris crucifer bartramiana, Hyla crucifer bartramiana, Hylodes pickeringii, Parapseudacris crucifer, Hyla crucifera bartramiana, Hyla pickeringii, Acris pickeringii, Hyliola pickeringii, Hyla crucifera, Hyla crucifera crucifera, NA"
pseudacris feriarum,242564,TRUE,pseudacris,hylidae,anura,amphibia,Pseudacris feriarum,"Pseudacris triseriata feriarum, Pseudacris nigrita feriarum, Helocaetes feriarum, Pseudacris feriarum feriarum, Hyla feriarum, Chorophilus feriarum feriarum, Chorophilus nigritus feriarum, NA"
pseudacris maculata,242562,TRUE,pseudacris,hylidae,anura,amphibia,Pseudacris maculata,"NA"
pseudacris sierra,1475061,TRUE,pseudacris,hylidae,anura,amphibia,Pseudacris sierra,"Hyliola sierra, Hyla regilla sierra, Hyla regilla sierrae, Hyla regilla palouse, NA"
pseudambassis baculis,983944,TRUE,pseudambassis,ambassidae,NA,actinopteri,Parambassis baculis,"NA"
pseudambassis baculis,983944,TRUE,pseudambassis,ambassidae,NA,actinopterygii,Pseudambassis baculis,"NA"
pseudanthias squamipinnis,270578,TRUE,pseudanthias,serranidae,perciformes,actinopteri,Pseudanthias squamipinnis,"NA"
pseudemys concinna,667123,TRUE,pseudemys,emydidae,testudines,NA,Pseudemys concinna concinna,"NA"
pseudobatos productus,170824,TRUE,pseudobatos,rhinobatidae,rhinopristiformes,chondrichthyes,Rhinobatos productus,"NA"
pseudocaranx dentex,349646,TRUE,pseudocaranx,carangidae,carangiformes,actinopteri,Pseudocaranx dentex,"NA"
pseudocaranx dentex,349646,TRUE,pseudocaranx,carangidae,carangiformes,actinopterygii,Pseudocaranx dentex,"Caranx cheilio, Caranx adscensionis, Caranx delicatissimus, Caranx dentex, Caranx georgianus, Caranx lutescens, Caranx nobilis, Caranx platessa"
pseudocheirus peregrinus,9333,TRUE,pseudocheirus,pseudocheiridae,diprotodontia,mammalia,Pseudocheirus peregrinus,"NA"
pseudocheirus peregrinus,NA,TRUE,pseudocheirus,pseudocheiridae,diprotodontia,mammalia,Pseudocheirus peregrinus,"NA"
pseudochondrostoma polylepis,52620,TRUE,pseudochondrostoma,leuciscidae,cypriniformes,actinopteri,Pseudochondrostoma polylepis,"NA"
pseudochondrostoma polylepis,52620,TRUE,pseudochondrostoma,leuciscidae,cypriniformes,actinopterygii,"Chondrostoma polylepis, Pseudochondrostoma polylepis","NA"
pseudohemiculter dispar,352917,TRUE,pseudohemiculter,xenocyprididae,cypriniformes,actinopteri,Pseudohemiculter dispar,"NA"
pseudois nayaur,59542,TRUE,pseudois,bovidae,artiodactyla,mammalia,Pseudois nayaur,"NA"
pseudois nayaur,NA,TRUE,pseudois,bovidae,cetartiodactyla,mammalia,Pseudois nayaur,"NA"
pseudomys novaehollandiae,442614,TRUE,pseudomys,muridae,rodentia,mammalia,Pseudomys novaehollandiae,"NA"
pseudomys novaehollandiae,NA,TRUE,pseudomys,muridae,rodentia,mammalia,Pseudomys novaehollandiae,"NA"
pseudophryne coriacea,356242,TRUE,pseudophryne,myobatrachidae,anura,amphibia,Pseudophryne coriacea,"Gradwellia coriacea, NA"
pseudopleuronectes americanus,8265,TRUE,pseudopleuronectes,pleuronectidae,pleuronectiformes,actinopteri,Pseudopleuronectes americanus,"NA"
pseudopleuronectes americanus,8265,TRUE,pseudopleuronectes,pleuronectidae,pleuronectiformes,actinopterygii,Pseudopleuronectes americanus,"Pleuronectes americanus, Pseudopleuronectes dignabilis, Pleuronectes planus, Platessa pusilla"
pseudopleuronectes yokohamae,245875,TRUE,pseudopleuronectes,pleuronectidae,pleuronectiformes,actinopteri,Pseudopleuronectes yokohamae,"NA"
pseudopleuronectes yokohamae,245875,TRUE,pseudopleuronectes,pleuronectidae,pleuronectiformes,actinopterygii,Pseudopleuronectes yokohamae,"Pleuronectes yokohamae, Limanda yokohamae"
pseudorasbora parva,51549,TRUE,pseudorasbora,gobionidae,cypriniformes,actinopteri,Pseudorasbora parva,"NA"
pseudorasbora parva,51549,TRUE,pseudorasbora,gobionidae,cypriniformes,actinopterygii,Pseudorasbora parva,"NA"
pseudorca crassidens,82174,TRUE,pseudorca,delphinidae,artiodactyla,mammalia,Pseudorca crassidens,"NA"
pseudorca crassidens,NA,TRUE,pseudorca,delphinidae,cetartiodactyla,mammalia,Pseudorca crassidens,"Orca destructor, Pseudorca meridionalis, Phocaena crassidens, Orca meridionalis"
pseudorhombus arsius,253863,TRUE,pseudorhombus,paralichthyidae,pleuronectiformes,actinopteri,Pseudorhombus arsius,"NA"
pseudorhombus cinnamoneus,171416,TRUE,pseudorhombus,paralichthyidae,pleuronectiformes,actinopteri,Pseudorhombus cinnamoneus,"NA"
pseudorhombus pentophthalmus,195643,TRUE,pseudorhombus,paralichthyidae,pleuronectiformes,actinopteri,Pseudorhombus pentophthalmus,"NA"
pseudorhombus pentophthalmus,195643,TRUE,pseudorhombus,paralichthyidae,pleuronectiformes,actinopterygii,Pseudorhombus pentophthalmus,"Arnoglossus wakiyai, Pseudorhombus ocellifer, Pseudorhombus annamensis"
pseudoscops clamator,555335,TRUE,pseudoscops,strigidae,strigiformes,aves,Pseudoscops clamator,"Bubo clamator, Rhinoptynx clamator, NA"
pseudoscops grammicus,2653988,TRUE,pseudoscops,strigidae,strigiformes,aves,Pseudoscops grammicus,"NA"
psittacara erythrogenys,12946,TRUE,psittacara,psittacidae,psittaciformes,aves,"Aratinga erythrogenys, Psittacara erythrogenys","NA"
psittacara finschi,867388,TRUE,psittacara,psittacidae,psittaciformes,aves,"Psittacara finschi, Aratinga finschi","NA"
psittacara leucophthalmus,178885,TRUE,psittacara,psittacidae,psittaciformes,aves,"Aratinga leucophthalma, Psittacara leucophthalmus","Aratinga leucopthalmus, Aratinga leucophthalmus, NA"
psittacara wagleri,867391,TRUE,psittacara,psittacidae,psittaciformes,aves,Psittacara wagleri,"NA"
psittacula alexandri,232635,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula alexandri,"NA"
psittacula columboides,232642,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula columboides,"NA"
psittacula cyanocephala,232645,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula cyanocephala,"Psittacula cyanicephala, Psittacula intermedia, NA"
psittacula derbiana,57074,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula derbiana,"NA"
psittacula echo,232653,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula echo,"NA"
psittacula eques,1560315,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula eques,"NA"
psittacula eupatria,232655,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula eupatria,"NA"
psittacula finschii,703991,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula finschii,"NA"
psittacula himalayana,232620,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula himalayana,"NA"
psittacula krameri,9228,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula krameri,"NA"
psittacula krameri,232646,TRUE,psittacula,psittacidae,psittaciformes,aves,Psittacula krameri manillensis,"NA"
psittaculirostris edwardsii,274071,TRUE,psittaculirostris,psittacidae,psittaciformes,aves,Psittaculirostris edwardsii,"Psittaculirostris edwardsi, NA"
psittacus erithacus,57247,TRUE,psittacus,psittacidae,psittaciformes,aves,Psittacus erithacus,"NA"
psittacus erithacus,382670,TRUE,psittacus,psittacidae,psittaciformes,aves,Psittacus erithacus erithacus,"NA"
psittacus timneh,1549196,TRUE,psittacus,psittacidae,psittaciformes,aves,Psittacus timneh,"NA"
psitteuteles goldiei,176074,TRUE,psitteuteles,psittaculidae,psittaciformes,aves,Psitteuteles goldiei,"Trichoglossus goldiei, NA"
ptenochirus jagori,132907,TRUE,ptenochirus,pteropodidae,chiroptera,mammalia,Ptenochirus jagori,"NA"
pterapogon kauderni,215349,TRUE,pterapogon,apogonidae,kurtiformes,actinopteri,Pterapogon kauderni,"NA"
pterapogon kauderni,215349,TRUE,pterapogon,apogonidae,kurtiformes,actinopterygii,Pterapogon kauderni,"NA"
pternistis leucoscepus,666326,TRUE,pternistis,phasianidae,galliformes,aves,"Francolinus leucoscepus, Pternistis leucoscepus","Pternistis leucoscepus, NA"
pteroglossus torquatus,283161,TRUE,pteroglossus,ramphastidae,piciformes,aves,Pteroglossus torquatus,"NA"
pteroglossus viridis,285011,TRUE,pteroglossus,ramphastidae,piciformes,aves,Pteroglossus viridis,"NA"
pterois lunulata,490279,TRUE,pterois,scorpaenidae,perciformes,actinopteri,Pterois lunulata,"NA"
pterois lunulata,490279,TRUE,pterois,scorpaenidae,perciformes,actinopterygii,Pterois lunulata,"NA"
pteronotus alitonus,2203464,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus alitonus,"NA"
pteronotus davyi,94956,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus davyi,"NA"
pteronotus davyi,NA,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus davyi,"NA"
pteronotus parnellii,59476,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus parnellii,"NA"
pteronotus parnellii,NA,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus parnellii,Phyllodia parnellii
pteronotus personatus,118856,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus personatus,"NA"
pteronotus rubiginosus,280976,TRUE,pteronotus,mormoopidae,chiroptera,mammalia,Pteronotus rubiginosus,"NA"
pterophyllum scalare,74131,TRUE,pterophyllum,cichlidae,cichliformes,actinopteri,Pterophyllum scalare,"NA"
pterophyllum scalare,74131,TRUE,pterophyllum,cichlidae,cichliformes,actinopterygii,Pterophyllum scalare,Pterophyllum eimekei
pteropus admiralitatum,58082,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus admiralitatum,"NA"
pteropus admiralitatum,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus admiralitatum,"NA"
pteropus alecto,9402,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus alecto,"NA"
pteropus alecto,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus alecto,Pteropus banakrisi
pteropus capistratus,1291037,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus capistratus,"NA"
pteropus capistratus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus capistratus,"NA"
pteropus conspicillatus,328804,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus conspicillatus,"NA"
pteropus conspicillatus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus conspicillatus,"NA"
pteropus dasymallus,126282,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus dasymallus,"NA"
pteropus dasymallus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus dasymallus,"NA"
pteropus giganteus,143291,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,"NA"
pteropus giganteus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,Pteropus giganteus chinghaiensis
pteropus hypomelanus,9405,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus hypomelanus,"NA"
pteropus hypomelanus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus hypomelanus,"NA"
pteropus lylei,166054,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,"NA"
pteropus lylei,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus lylei,"NA"
pteropus melanotus,1562761,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus melanotus natalis,"NA"
pteropus neohibernicus,170224,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus neohibernicus,"NA"
pteropus neohibernicus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus neohibernicus,"NA"
pteropus poliocephalus,9403,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus poliocephalus,"NA"
pteropus poliocephalus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus poliocephalus,"NA"
pteropus pumilus,161598,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus pumilus,"NA"
pteropus pumilus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus pumilus,"NA"
pteropus rayneri,110942,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus rayneri,"NA"
pteropus rodricensis,77216,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus rodricensis,"NA"
pteropus rodricensis,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus rodricensis,"NA"
pteropus rufus,196297,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus rufus,"NA"
pteropus rufus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus rufus,"NA"
pteropus scapulatus,94117,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus scapulatus,"NA"
pteropus scapulatus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus scapulatus,"NA"
pteropus tonganus,77217,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus tonganus,"NA"
pteropus vampyrus,132908,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus vampyrus,"NA"
pteropus vampyrus,NA,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus vampyrus,"NA"
pterygotrigla hemisticta,1367116,TRUE,pterygotrigla,triglidae,perciformes,actinopteri,Pterygotrigla hemisticta,"NA"
ptilonorhynchus violaceus,28724,TRUE,ptilonorhynchus,ptilonorhynchidae,passeriformes,aves,Ptilonorhynchus violaceus,"NA"
ptilotula penicillata,481899,TRUE,ptilotula,meliphagidae,passeriformes,aves,Ptilotula penicillata,"NA"
ptyas major,192173,TRUE,ptyas,colubridae,squamata,lepidosauria,Ptyas major,"NA"
pudu puda,163861,TRUE,pudu,cervidae,artiodactyla,mammalia,Pudu puda,"NA"
pudu puda,NA,TRUE,pudu,cervidae,cetartiodactyla,mammalia,Pudu puda,"Ovis pudu, Pudu pudu"
puffinus puffinus,48688,TRUE,puffinus,procellariidae,procellariiformes,aves,Puffinus puffinus,"Puffinus puffinus puffinus, NA"
puma concolor,9696,TRUE,puma,felidae,carnivora,mammalia,Puma concolor,"NA"
puma concolor,29062,TRUE,puma,felidae,carnivora,mammalia,Puma concolor coryi,"NA"
puma concolor,NA,TRUE,puma,felidae,carnivora,mammalia,"Puma concolor, Felis concolor",Felis concolor
puma yagouaroundi,1608482,TRUE,puma,felidae,carnivora,mammalia,Puma yagouaroundi,"NA"
purpureicephalus spurius,336387,TRUE,purpureicephalus,psittacidae,psittaciformes,aves,Purpureicephalus spurius,"NA"
pusa caspica,693431,TRUE,pusa,phocidae,carnivora,mammalia,Pusa caspica,"NA"
pusa caspica,NA,TRUE,pusa,phocidae,carnivora,mammalia,Pusa caspica,"Phoca caspica, Phoca caspica, Phoca vitulina caspica"
pusa hispida,9718,TRUE,pusa,phocidae,carnivora,mammalia,Pusa hispida,"NA"
pusa hispida,NA,TRUE,pusa,phocidae,carnivora,mammalia,Pusa hispida,Phoca hispida
pusa sibirica,9719,TRUE,pusa,phocidae,carnivora,mammalia,Pusa sibirica,"NA"
pusa sibirica,NA,TRUE,pusa,phocidae,carnivora,mammalia,"Pusa sibirica, Phoca sibirica","Phoca sibirica, Phoca vitulina sibirica, Phoca sibirica, Phoca vitulina sibirica, Phoca baicalensis"
pycnonotus jocosus,182897,TRUE,pycnonotus,pycnonotidae,passeriformes,aves,Pycnonotus jocosus,"NA"
pycnonotus leucotis,1208751,TRUE,pycnonotus,pycnonotidae,passeriformes,aves,Pycnonotus leucotis,"NA"
pycnonotus plumosus,270475,TRUE,pycnonotus,pycnonotidae,passeriformes,aves,Pycnonotus plumosus,"NA"
pycnonotus sinensis,125283,TRUE,pycnonotus,pycnonotidae,passeriformes,aves,Pycnonotus sinensis,"NA"
pygathrix nemaeus,54133,TRUE,pygathrix,cercopithecidae,primates,mammalia,Pygathrix nemaeus,"NA"
pygathrix nemaeus,NA,TRUE,pygathrix,cercopithecidae,primates,mammalia,Pygathrix nemaeus,"NA"
pygathrix nigripes,310352,TRUE,pygathrix,cercopithecidae,primates,mammalia,Pygathrix nigripes,"NA"
pygocentrus nattereri,42514,TRUE,pygocentrus,serrasalmidae,characiformes,actinopteri,Pygocentrus nattereri,"NA"
pygocentrus nattereri,42514,TRUE,pygocentrus,serrasalmidae,characiformes,actinopterygii,Pygocentrus nattereri,"Serrasalmus natterei, Pygocentrus altus, Pygocentrus natterei, Rooseveltiella nattereri, Serrasalmus nattereri"
pygoscelis adeliae,9238,TRUE,pygoscelis,spheniscidae,sphenisciformes,aves,Pygoscelis adeliae,"NA"
pygoscelis antarcticus,79643,TRUE,pygoscelis,spheniscidae,sphenisciformes,aves,Pygoscelis antarcticus,"NA"
pygoscelis papua,30457,TRUE,pygoscelis,spheniscidae,sphenisciformes,aves,Pygoscelis papua,"NA"
pyrenestes sanguineus,267972,TRUE,pyrenestes,estrildidae,passeriformes,aves,Pyrenestes sanguineus,"NA"
pyriglena leucoptera,265639,TRUE,pyriglena,formicariidae,passeriformes,aves,Pyriglena leucoptera,"NA"
pyroderus scutatus,114375,TRUE,pyroderus,cotingidae,passeriformes,aves,Pyroderus scutatus,"NA"
pyrrhula erythaca,175815,TRUE,pyrrhula,fringillidae,passeriformes,aves,Pyrrhula erythaca,"NA"
pyrrhula pyrrhula,37607,TRUE,pyrrhula,fringillidae,passeriformes,aves,Pyrrhula pyrrhula,"NA"
pyrrhula pyrrhula,176086,TRUE,pyrrhula,fringillidae,passeriformes,aves,Pyrrhula pyrrhula griseiventris,"NA"
pyrrhura cruentata,311901,TRUE,pyrrhura,psittacidae,psittaciformes,aves,Pyrrhura cruentata,"NA"
pyrrhura frontalis,211511,TRUE,pyrrhura,psittacidae,psittaciformes,aves,Pyrrhura frontalis,"NA"
pyrrhura griseipectus,311890,TRUE,pyrrhura,psittacidae,psittaciformes,aves,Pyrrhura griseipectus,"NA"
pyrrhura molinae,311895,TRUE,pyrrhura,psittacidae,psittaciformes,aves,Pyrrhura molinae,"NA"
pyrrhura perlata,311897,TRUE,pyrrhura,psittacidae,psittaciformes,aves,Pyrrhura perlata,"Pyrrhura rodogaster, Pyrrhura rhodogaster"
python anchietae,1488551,TRUE,python,pythonidae,squamata,lepidosauria,Python anchietae,"NA"
python bivittatus,176946,TRUE,python,pythonidae,squamata,lepidosauria,Python bivittatus,"NA"
python breitensteini,2083012,TRUE,python,pythonidae,squamata,lepidosauria,Python breitensteini,"NA"
python brongersmai,461330,TRUE,python,pythonidae,squamata,lepidosauria,Python brongersmai,"NA"
python curtus,143536,TRUE,python,pythonidae,squamata,lepidosauria,Python curtus,"NA"
python molurus,51750,TRUE,python,pythonidae,squamata,lepidosauria,Python molurus,"NA"
python regius,51751,TRUE,python,pythonidae,squamata,lepidosauria,Python regius,"NA"
python regius,51751,TRUE,python,pythonidae,squamata,reptilia,Python regius,"NA"
pytilia hypogrammica,247529,TRUE,pytilia,estrildidae,passeriformes,aves,Pytilia hypogrammica,"NA"
pyxicephalus adspersus,30357,TRUE,pyxicephalus,pyxicephalidae,anura,amphibia,Pyxicephalus adspersus,"Bombinator adspersus, Tomopterna adspersa, Rana adspersa, Rana adspersus, Rana adspersa adspersa, Pyxicephalus adspersus adspersus, NA"
pyxis arachnoides,66194,TRUE,pyxis,testudinidae,testudines,NA,Pyxis arachnoides,"NA"
quasipaa spinosa,109965,TRUE,quasipaa,dicroglossidae,anura,amphibia,Quasipaa spinosa,"NA"
quelea quelea,187445,TRUE,quelea,ploceidae,passeriformes,aves,Quelea quelea,"NA"
quiscalus major,84780,TRUE,quiscalus,icteridae,passeriformes,aves,Quiscalus major,"Cassidix major, NA"
quiscalus quiscula,84782,TRUE,quiscalus,icteridae,passeriformes,aves,Quiscalus quiscula,"NA"
rachycentron canadum,141264,TRUE,rachycentron,rachycentridae,carangiformes,actinopteri,Rachycentron canadum,"NA"
rachycentron canadum,141264,TRUE,rachycentron,rachycentridae,carangiformes,actinopterygii,Rachycentron canadum,"NA"
rallus aquaticus,54496,TRUE,rallus,rallidae,gruiformes,aves,Rallus aquaticus,"NA"
ramphastos dicolorus,322580,TRUE,ramphastos,ramphastidae,piciformes,aves,Ramphastos dicolorus,"NA"
ramphastos sulfuratus,322582,TRUE,ramphastos,ramphastidae,piciformes,aves,Ramphastos sulfuratus,"NA"
ramphastos swainsonii,207748,TRUE,ramphastos,ramphastidae,piciformes,aves,Ramphastos swainsonii,"Ramphastos swainsonii, NA"
ramphastos toco,95723,TRUE,ramphastos,ramphastidae,piciformes,aves,Ramphastos toco,"NA"
ramphocelus carbo,36730,TRUE,ramphocelus,thraupidae,passeriformes,aves,Ramphocelus carbo,"NA"
ramphocelus passerinii,36725,TRUE,ramphocelus,thraupidae,passeriformes,aves,Ramphocelus passerinii,"NA"
rana aurora,160496,TRUE,rana,ranidae,anura,amphibia,Rana aurora,"Rana aurora aurora, Rana temporaria aurora, Rana agilis aurora, Aurorana aurora"
rana dalmatina,51331,TRUE,rana,ranidae,anura,amphibia,Rana dalmatina,"NA"
rana dybowskii,71582,TRUE,rana,ranidae,anura,amphibia,Rana dybowskii,"Rana semiplicata, Rana zografi, Rana zographi, Rana japonica zografi, Rana tsuschimensis semiplicata, Rana temporaria dybowskii, Rana chensinensis dybowskii, Rana chensinensis changbaishanensis, Rana chensinensis semiplicata, NA"
rana huanrensis,113383,TRUE,rana,ranidae,anura,amphibia,Rana huanrensis,"NA"
rana luteiventris,58176,TRUE,rana,ranidae,anura,amphibia,Rana luteiventris,"Rana pretiosa luteiventris, NA"
rana pretiosa,69834,TRUE,rana,ranidae,anura,amphibia,Rana pretiosa,"Rana pretiosa pretiosa, Rana temporaria pretiosa, Aurorana pretiosa, NA"
rana temporaria,8407,TRUE,rana,ranidae,anura,amphibia,Rana temporaria,"Rana honnorati, Rana hyla, Rana muta, Rana alpina, Rana campanisona, Rana atra, Rana flaviventris, Rana glacialis, Rana scotica, Bufo campanisonus, Alytes grandis, Rana aragonensis, Rana temporaria canigoensis, Rana fusca honnorati, Rana temporaria parvipalmata, Rana temporaria marmorata, Rana temporaria nigromaculata, Rana temporaria entzi, Alytes campanisonus campanisonus, Rana temporaria honnorati, Rana temporaria aragonensis, NA"
rangifer tarandus,9870,TRUE,rangifer,cervidae,artiodactyla,mammalia,Rangifer tarandus,"NA"
rangifer tarandus,86327,TRUE,rangifer,cervidae,artiodactyla,mammalia,Rangifer tarandus caribou,"NA"
rangifer tarandus,86328,TRUE,rangifer,cervidae,artiodactyla,mammalia,Rangifer tarandus groenlandicus,"NA"
rangifer tarandus,86329,TRUE,rangifer,cervidae,artiodactyla,mammalia,Rangifer tarandus tarandus,"NA"
rangifer tarandus,191431,TRUE,rangifer,cervidae,artiodactyla,mammalia,Rangifer tarandus granti,"NA"
rangifer tarandus,NA,TRUE,rangifer,cervidae,cetartiodactyla,mammalia,Rangifer tarandus,"NA"
