Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
5710,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Grapevine vein clearing virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902841
5711,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Jujube mosaic-associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906651
5712,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Kalanchoe top-spotting virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902842
5713,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Mulberry badnavirus 1,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902843
5714,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Pagoda yellow mosaic associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902844
5715,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Pineapple bacilliform CO virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902845
5716,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Pineapple bacilliform ER virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902846
5717,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Piper yellow mottle virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902847
5718,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Rubus yellow net virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902848
5719,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Schefflera ringspot virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902849
5720,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Spiraea yellow leafspot virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902850
5721,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Sugarcane bacilliform Guadeloupe A virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902851
5722,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Sugarcane bacilliform Guadeloupe D virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902852
5723,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Sugarcane bacilliform IM virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902853
5724,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Sugarcane bacilliform MO virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902854
5725,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Sweet potato pakakuy virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902855
5726,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Taro bacilliform CH virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902856
5727,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Taro bacilliform virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902857
5728,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Wisteria badnavirus 1,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905766
5729,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Yacon necrotic mottle virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902858
5730,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Angelica bushy stunt virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906640
5731,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Atractylodes mild mottle virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902860
5732,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Carnation etched ring virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902861
5733,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Cauliflower mosaic virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902862
5734,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Dahlia mosaic virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902863
5735,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Figwort mosaic virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902864
5736,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Horseradish latent virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902865
5737,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Lamium leaf distortion virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902866
5738,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Mirabilis mosaic virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902867
5739,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Rudbeckia flower distortion virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906652
5740,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Soybean Putnam virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902868
5741,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Strawberry vein banding virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902869
5742,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Caulimovirus,,Thistle mottle virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902870
5743,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Cavemovirus,,Cassava vein mosaic virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902872
5744,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Cavemovirus,,Sweet potato collusive virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902873
5745,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Dioscovirus,,Dioscorea nummularia associated virus,1,dsDNA-RT,species,"New,",35,2019.015P.zip,ICTVonline=201907423
5746,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Petuvirus,,Petunia vein clearing virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902875
5747,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Rosadnavirus,,Rose yellow vein virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902877
5748,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Solendovirus,,Sweet potato vein clearing virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902879
5749,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Solendovirus,,Tobacco vein clearing virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902880
5750,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Soymovirus,,Blueberry red ringspot virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902882
5751,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Soymovirus,,Cestrum yellow leaf curling virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902883
5752,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Soymovirus,,Peanut chlorotic streak virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902884
5753,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Soymovirus,,Soybean chlorotic mottle virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902885
5754,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Tungrovirus,,Rice tungro bacilliform virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902887
5755,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Vaccinivirus,,Blueberry fruit drop associated virus,1,dsDNA-RT,species,"New,",35,2019.015P.zip,ICTVonline=201907425
5756,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Ceratitis capitata Yoyo virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903814
5757,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila ananassae Tom virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903815
5758,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster 17-6 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903816
5759,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster 297 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903817
5760,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster Gypsy virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903818
5761,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster Idefix virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903819
5762,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster Tirant virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903820
5763,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila melanogaster Zam virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903821
5764,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Drosophila virilis Tv1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903822
5765,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Errantivirus,,Trichoplusia ni TED virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903823
5766,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Arabidopsis thaliana Athila virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903825
5767,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Arabidopsis thaliana Tat4 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903826
5768,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Bombyx mori Mag virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903827
5769,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Caenorhabditis elegans Cer1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903828
5770,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Cladosporium fulvum T-1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903829
5771,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Dictyostelium discoideum Skipper virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903830
5772,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila buzzatii Osvaldo virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903831
5773,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila melanogaster 412 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903832
5774,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila melanogaster Blastopia virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903833
5775,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila melanogaster Mdg1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903834
5776,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila melanogaster Mdg3 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903835
5777,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila melanogaster Micropia virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903836
5778,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Drosophila virilis Ulysses virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903837
5779,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Fusarium oxysporum Skippy virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903838
5780,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Lilium henryi Del1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903839
5781,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Saccharomyces cerevisiae Ty3 virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903840
5782,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Schizosaccharomyces pombe Tf1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903841
5783,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Schizosaccharomyces pombe Tf2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903842
5784,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Takifugu rubripes Sushi virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903843
5785,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Tribolium castaneum Woot virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903844
5786,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Metaviridae,,Metavirus,,Tripneustis gratilla SURL virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903845
5787,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Aedes aegypti Mosqcopia virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904830
5788,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Candida albicans Tca2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904831
5789,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Candida albicans Tca5 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904832
5790,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Drosophila melanogaster 1731 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904833
5791,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Drosophila melanogaster copia virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904834
5792,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Saccharomyces cerevisiae Ty5 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904835
5793,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Volvox carteri Lueckenbuesser virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904836
5794,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Hemivirus,,Volvox carteri Osser virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904837
5795,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Arabidopsis thaliana Art1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904839
5796,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Arabidopsis thaliana AtRE1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904840
5797,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Arabidopsis thaliana evelknievel virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904841
5798,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Arabidopsis thaliana Ta1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904842
5799,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Brassica oleracea Melmoth virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904843
5800,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Cajanus cajan Panzee virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904844
5801,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Glycine max Tgmr virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904845
5802,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Hordeum vulgare BARE-1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904846
5803,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Nicotiana tabacum Tnt1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904847
5804,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Nicotiana tabacum Tto1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904848
5805,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Oryza australiensis RIRE1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904849
5806,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Oryza longistaminata Retrofit virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904850
5807,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Physarum polycephalum Tp1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904851
5808,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Saccharomyces cerevisiae Ty1 virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904852
5809,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Saccharomyces cerevisiae Ty2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904853
5810,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Saccharomyces cerevisiae Ty4 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904854
5811,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Solanum tuberosum Tst1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904855
5812,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Triticum aestivum WIS2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904856
5813,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Zea mays Hopscotch virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904857
5814,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Pseudovirus,,Zea mays Sto4 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904858
5815,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Sirevirus,,Arabidopsis thaliana Endovir virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904860
5816,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Sirevirus,,Glycine max SIRE1 virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904861
5817,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Sirevirus,,Lycopersicon esculentum ToRTL1 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904862
5818,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Sirevirus,,Zea mays Opie2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904863
5819,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,Sirevirus,,Zea mays Prem2 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904864
5820,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Pseudoviridae,,,,Phaseolus vulgaris Tpv2-6 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904866
5821,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Retroviridae,Orthoretrovirinae,Alpharetrovirus,,Avian carcinoma Mill Hill virus 2,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201904982
