Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Rank of Last Change,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
5590,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Potyvirus,,Zucchini yellow fleck virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904721
5591,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Potyvirus,,Zucchini yellow mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904722
5592,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Roymovirus,,Passiflora edulis symptomless virus,0,ssRNA(+),,"New,",35,2019.018P.zip,ICTVonline=201907450
5593,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Roymovirus,,Rose yellow mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904735
5594,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Rymovirus,,Agropyron mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904724
5595,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Rymovirus,,Hordeum mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904725
5596,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Rymovirus,,Ryegrass mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904726
5597,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Brome streak mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904728
5598,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Oat necrotic mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904729
5599,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Tall oatgrass mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904730
5600,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Wheat eqlid mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904731
5601,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Wheat streak mosaic virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904732
5602,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,Tritimovirus,,Yellow oat grass mosaic virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904733
5603,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,,,Common reed chlorotic stripe virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201906681
5604,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,,,Longan witches broom-associated virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201906682
5605,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Patatavirales,,Potyviridae,,,,Spartina mottle virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904736
5606,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Avastrovirus,,Avastrovirus 1,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902622
5607,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Avastrovirus,,Avastrovirus 2,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902623
5608,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Avastrovirus,,Avastrovirus 3,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902624
5609,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 1,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902626
5610,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 2,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902627
5611,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 3,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902628
5612,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 4,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902629
5613,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 5,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902630
5614,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 6,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902631
5615,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 7,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902632
5616,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 8,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902633
5617,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 9,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902634
5618,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 10,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902635
5619,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 11,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902636
5620,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 12,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902637
5621,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 13,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902638
5622,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 14,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902639
5623,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 15,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902640
5624,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 16,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902641
5625,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 17,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902642
5626,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 18,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902643
5627,Riboviria,,Orthornavirae,,Pisuviricota,,Stelpaviricetes,,Stellavirales,,Astroviridae,,Mamastrovirus,,Mamastrovirus 19,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201902644
5628,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Aquabirnavirus,,Infectious pancreatic necrosis virus,1,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902748
5629,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Aquabirnavirus,,Tellina virus,0,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902749
5630,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Aquabirnavirus,,Yellowtail ascites virus,0,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902750
5631,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Avibirnavirus,,Infectious bursal disease virus,1,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902752
5632,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Blosnavirus,,Blotched snakehead virus,1,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902754
5633,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Blosnavirus,,Lates calcarifer birnavirus,0,dsRNA,species,"New,",35,2018.018M.zip,ICTVonline=201908656
5634,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Dronavirus,,Drosophina B birnavirus,1,dsRNA,species,"New,",35,2018.018M.zip,ICTVonline=201908651
5635,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Entomobirnavirus,,Drosophila X virus,1,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201902756
5636,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Entomobirnavirus,,Mosquito X virus,0,dsRNA,species,"New,",35,2018.018M.zip,ICTVonline=201908649
5637,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Ronavirus,,Rotifer birnavirus,1,dsRNA,species,"New,",35,2018.018M.zip,ICTVonline=201908653
5638,Riboviria,,Orthornavirae,,,,,,,,Birnaviridae,,Telnavirus,,Tellina virus 1,1,dsRNA,species,"New,",35,2018.018M.zip,ICTVonline=201908655
5639,Riboviria,,Orthornavirae,,,,,,,,Permutotetraviridae,,Alphapermutotetravirus,,Euprosterna elaeasa virus,0,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904288
5640,Riboviria,,Orthornavirae,,,,,,,,Permutotetraviridae,,Alphapermutotetravirus,,Thosea asigna virus,1,ssRNA(+),,"Moved,",35,2019.006G.zip,ICTVonline=201904289
5641,Riboviria,,Orthornavirae,,,,,,,,,,Botybirnavirus,,Botrytis porri botybirnavirus 1,1,dsRNA,,"Moved,",35,2019.006G.zip,ICTVonline=201905343
5642,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Avihepadnavirus,,Duck hepatitis B virus,1,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903648
5643,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Avihepadnavirus,,Heron hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903649
5644,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Avihepadnavirus,,Parrot hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903650
5645,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Herpetohepadnavirus,,Tibetan frog hepatitis B virus,1,dsDNA-RT,species,"Moved,Assigned as Type Species,",35,2019.008D.zip,ICTVonline=201905860
5646,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Metahepadnavirus,,Blue gill hepatitis B virus,1,dsDNA-RT,species,"Renamed,Moved,Assigned as Type Species,",35,2019.008D.zip,ICTVonline=201905859
5647,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Capuchin monkey hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201906328
5648,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Chinese shrew hepatitis B virus,0,dsDNA-RT,species,"New,",35,2019.007D.zip,ICTVonline=201907260
5649,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Domestic cat hepatitis B virus,0,dsDNA-RT,species,"New,",35,2019.007D.zip,ICTVonline=201907258
5650,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Ground squirrel hepatitis virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903652
5651,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Hepatitis B virus,1,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903653
5652,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Long-fingered bat hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903654
5653,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Pomona bat hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903655
5654,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Roundleaf bat hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903656
5655,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Tai Forest hepatitis B virus,0,dsDNA-RT,species,"New,",35,2019.007D.zip,ICTVonline=201907259
5656,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Tent-making bat hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903657
5657,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Woodchuck hepatitis virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903658
5658,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Orthohepadnavirus,,Woolly monkey hepatitis B virus,0,dsDNA-RT,,"Moved,",35,2019.006G.zip,ICTVonline=201903659
5659,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Blubervirales,,Hepadnaviridae,,Parahepadnavirus,,White sucker hepatitis B virus,1,dsDNA-RT,species,"Moved,Assigned as Type Species,",35,2019.008D.zip,ICTVonline=201903661
5660,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Anopheles gambiae Moose virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903847
5661,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Antheraea semotivirus Tamy,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905584
5662,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Ascaris lumbricoides Tas virus,1,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903848
5663,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Bombyx mori Pao virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903849
5664,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Caenorhabditis elegans Cer13 virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903850
5665,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Drosophila melanogaster Bel virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903851
5666,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Drosophila melanogaster Roo virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903852
5667,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Drosophila semotivirus Max,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905585
5668,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Drosophila simulans Ninja virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903853
5669,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Schistosoma semotivirus Sinbad,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905586
5670,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Belpaoviridae,,Semotivirus,,Takifugu rubripes Suzu virus,0,ssRNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201903854
5671,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Aglaonema bacilliform virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902819
5672,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak GF virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902820
5673,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak IM virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902821
5674,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak MY virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902822
5675,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak OL virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902823
5676,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak UA virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902824
5677,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak UI virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902825
5678,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak UL virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902826
5679,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak UM virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902827
5680,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Banana streak VN virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902828
5681,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Birch leaf roll-associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906641
5682,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Blackberry virus F,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906642
5683,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Bougainvillea chlorotic vein banding virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902829
5684,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao bacilliform Sri Lanka virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906647
5685,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao mild mosaic virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905761
5686,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot CD virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902830
5687,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot CE virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906643
5688,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot Ghana M virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906644
5689,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot Ghana N virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906645
5690,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot Ghana Q virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906646
5691,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot Togo A virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902831
5692,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao swollen shoot Togo B virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902832
5693,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Cacao yellow vein banding virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905762
5694,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Canna yellow mottle associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906648
5695,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Canna yellow mottle virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902833
5696,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Citrus yellow mosaic virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902834
5697,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Codonopsis vein clearing virus,0,dsDNA-RT,species,"New,",35,2019.015P.zip,ICTVonline=201907426
5698,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Commelina yellow mottle virus,1,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902835
5699,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform AL virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902836
5700,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform AL virus 2,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906650
5701,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform ES virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201906649
5702,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform RT virus 1,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905763
5703,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform RT virus 2,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905764
5704,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform SN virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902837
5705,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Dioscorea bacilliform TR virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201905765
5706,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Fig badnavirus 1,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902838
5707,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Gooseberry vein banding associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902839
5708,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Grapevine badnavirus 1,0,dsDNA-RT,species,"New,",35,2019.015P.zip,ICTVonline=201907427
5709,Riboviria,,Pararnavirae,,Artverviricota,,Revtraviricetes,,Ortervirales,,Caulimoviridae,,Badnavirus,,Grapevine Roditis leaf discoloration-associated virus,0,dsDNA-RT,family,"Moved,",35,2019.006G.zip,ICTVonline=201902840
